Current epoch = 1
IN | IN = -3.3668
EX | JJR = -8.77119
SYM | JJR = -10.7869
# | JJR = -10.4512
LS | JJR = -10.6147
UH | JJR = -10.3756
WP$ | JJR = -9.58319
IN | PDT = -3.80373
DT | PDT = -3.73121
NNP | PDT = -3.68522
CD | PDT = -3.58757
NN | PDT = -3.62421
`` | PDT = -3.91522
'' | PDT = -4.01699
POS | PDT = -3.81934
( | PDT = -3.83111
VBN | PDT = -3.94519
NNS | PDT = -3.67242
VBP | PDT = -3.74753
, | PDT = -3.87565
CC | PDT = -3.81558
) | PDT = -3.82991
VBD | PDT = -3.71458
RB | PDT = -3.81922
TO | PDT = -3.85584
. | PDT = -4.15171
VBZ | PDT = -3.72831
NNPS | PDT = -3.75101
PRP | PDT = -3.97537
PRP$ | PDT = -3.75195
VB | PDT = -4.01561
JJ | PDT = -3.77235
MD | PDT = -3.7426
VBG | PDT = -3.74134
RBR | PDT = -3.83697
: | PDT = -3.85686
WP | PDT = -4.05501
WDT | PDT = -3.97552
JJR | PDT = -3.78479
PDT | PDT = -3.83318
RBS | PDT = -4.03415
WRB | PDT = -4.05751
JJS | PDT = -3.76145
$ | PDT = -3.63894
RP | PDT = -4.01859
FW | PDT = -3.85922
EX | PDT = -4.09998
SYM | PDT = -3.95389
# | PDT = -3.88578
LS | PDT = -3.98485
UH | PDT = -3.96843
WP$ | PDT = -3.89546
IN | RBS = -2.81306
DT | RBS = -3.18898
NNP | RBS = -3.40856
CD | RBS = -3.32804
NN | RBS = -3.12356
`` | RBS = -3.74587
'' | RBS = -3.78791
POS | RBS = -4.19829
( | RBS = -4.10124
VBN | RBS = -3.56482
NNS | RBS = -3.50356
VBP | RBS = -3.92616
, | RBS = -3.19275
CC | RBS = -3.21696
) | RBS = -4.11927
VBD | RBS = -3.79509
RB | RBS = -3.27715
TO | RBS = -3.30574
. | RBS = -3.91441
VBZ | RBS = -3.87335
NNPS | RBS = -4.25195
PRP | RBS = -4.08887
PRP$ | RBS = -3.88637
VB | RBS = -6.18227
JJ | RBS = -3.23119
MD | RBS = -3.86657
VBG | RBS = -3.56646
RBR | RBS = -3.86499
: | RBS = -3.84063
WP | RBS = -4.41773
WDT | RBS = -4.49435
JJR | RBS = -3.74291
PDT | RBS = -4.34762
RBS | RBS = -4.30841
WRB | RBS = -4.27994
JJS | RBS = -3.90144
$ | RBS = -3.88341
RP | RBS = -4.44703
FW | RBS = -4.60744
EX | RBS = -4.74416
SYM | RBS = -4.98544
# | RBS = -4.89925
LS | RBS = -4.97533
UH | RBS = -4.92127
WP$ | RBS = -4.57489
IN | WRB = -1.89312
DT | WRB = -3.41071
NNP | WRB = -3.31455
CD | WRB = -3.80612
NN | WRB = -2.28585
`` | WRB = -4.00666
'' | WRB = -4.13823
POS | WRB = -6.45512
( | WRB = -5.60864
VBN | WRB = -3.31686
NNS | WRB = -2.84457
VBP | WRB = -4.36382
, | WRB = -2.85238
CC | WRB = -2.9994
) | WRB = -5.65244
VBD | WRB = -4.23475
RB | WRB = -2.66227
TO | WRB = -2.81585
. | WRB = -4.07603
VBZ | WRB = -4.28627
NNPS | WRB = -5.44867
PRP | WRB = -4.13468
PRP$ | WRB = -5.38344
VB | WRB = -7.00534
JJ | WRB = -3.0749
MD | WRB = -4.19926
VBG | WRB = -3.37939
RBR | WRB = -4.44836
: | WRB = -4.40665
WP | WRB = -5.05249
WDT | WRB = -5.22476
JJR | WRB = -4.35291
PDT | WRB = -6.12757
RBS | WRB = -5.77044
WRB | WRB = -4.68492
JJS | WRB = -4.83172
$ | WRB = -4.31766
RP | WRB = -4.81245
FW | WRB = -6.52532
EX | WRB = -5.95665
SYM | WRB = -7.25119
# | WRB = -6.86176
LS | WRB = -7.13027
UH | WRB = -7.01242
WP$ | WRB = -6.62613
IN | JJS = -1.11628
DT | JJS = -1.94023
NNP | JJS = -3.66371
CD | JJS = -3.67945
NN | JJS = -2.64884
`` | JJS = -4.8028
'' | JJS = -4.79368
POS | JJS = -5.84583
( | JJS = -6.61762
VBN | JJS = -3.90698
NNS | JJS = -4.72906
VBP | JJS = -5.89992
, | JJS = -2.8577
CC | JJS = -2.90569
) | JJS = -6.71392
VBD | JJS = -5.23549
RB | JJS = -3.35478
TO | JJS = -2.91703
. | JJS = -5.56541
VBZ | JJS = -5.40142
NNPS | JJS = -7.22961
PRP | JJS = -6.50343
PRP$ | JJS = -4.65568
VB | JJS = -15.0879
JJ | JJS = -2.54741
MD | JJS = -5.58328
VBG | JJS = -4.39885
RBR | JJS = -5.28315
: | JJS = -5.25852
WP | JJS = -7.539
WDT | JJS = -8.06278
JJR | JJS = -4.85586
PDT | JJS = -6.85382
RBS | JJS = -6.64024
WRB | JJS = -6.62812
JJS | JJS = -5.43305
$ | JJS = -5.62705
RP | JJS = -7.08374
FW | JJS = -8.18647
EX | JJS = -8.68612
SYM | JJS = -9.50482
# | JJS = -9.30765
LS | JJS = -9.43674
UH | JJS = -9.3163
WP$ | JJS = -7.69364
IN | $ = -2.14017
DT | $ = -3.83566
NNP | $ = -4.5327
CD | $ = -0.543209
NN | $ = -3.63025
`` | $ = -6.41772
'' | $ = -7.04572
POS | $ = -6.74826
( | $ = -4.34918
VBN | $ = -7.11776
NNS | $ = -4.56758
VBP | $ = -6.46544
, | $ = -3.08819
CC | $ = -2.77187
) | $ = -4.33712
VBD | $ = -5.92537
RB | $ = -3.3764
TO | $ = -5.04579
. | $ = -8.26794
VBZ | $ = -7.04267
NNPS | $ = -6.80348
PRP | $ = -8.8502
PRP$ | $ = -5.8576
VB | $ = -22.6134
JJ | $ = -4.24802
MD | $ = -6.43109
VBG | $ = -5.29048
RBR | $ = -5.64225
: | $ = -5.98739
WP | $ = -10.4538
WDT | $ = -10.3831
JJR | $ = -4.84959
PDT | $ = -7.52723
RBS | $ = -7.94581
WRB | $ = -10.7284
JJS | $ = -5.37151
$ | $ = -5.92344
RP | $ = -12.5937
FW | $ = -8.5478
EX | $ = -11.8552
SYM | $ = -10.9325
# | $ = -10.8227
LS | $ = -11.3049
UH | $ = -10.7798
WP$ | $ = -8.85727
IN | RP = -2.21456
DT | RP = -3.37281
NNP | RP = -3.15807
CD | RP = -3.61653
NN | RP = -2.42693
`` | RP = -3.87621
'' | RP = -4.02057
POS | RP = -5.71086
( | RP = -5.04739
VBN | RP = -3.47304
NNS | RP = -2.91168
VBP | RP = -4.13832
, | RP = -2.94435
CC | RP = -3.06085
) | RP = -5.07674
VBD | RP = -3.88279
RB | RP = -2.80556
TO | RP = -2.92703
. | RP = -4.00967
VBZ | RP = -3.95294
NNPS | RP = -4.8598
PRP | RP = -4.01617
PRP$ | RP = -5.04544
VB | RP = -6.15479
JJ | RP = -3.23855
MD | RP = -3.91856
VBG | RP = -3.39365
RBR | RP = -4.19743
: | RP = -4.17049
WP | RP = -4.73443
WDT | RP = -4.82837
JJR | RP = -4.155
PDT | RP = -5.53034
RBS | RP = -5.33314
WRB | RP = -4.46768
JJS | RP = -4.5119
$ | RP = -3.95504
RP | RP = -4.57058
FW | RP = -5.79049
EX | RP = -5.47722
SYM | RP = -6.40154
# | RP = -6.05394
LS | RP = -6.33345
UH | RP = -6.22178
WP$ | RP = -5.93267
IN | FW = -3.41137
DT | FW = -3.32417
NNP | FW = -3.29186
CD | FW = -3.37952
NN | FW = -3.39997
`` | FW = -3.79262
'' | FW = -3.86056
POS | FW = -3.46701
( | FW = -3.78038
VBN | FW = -3.7307
NNS | FW = -3.68917
VBP | FW = -3.67142
, | FW = -3.4404
CC | FW = -3.52497
) | FW = -3.78846
VBD | FW = -3.56676
RB | FW = -3.8608
TO | FW = -3.85995
. | FW = -3.88846
VBZ | FW = -3.61484
NNPS | FW = -3.72994
PRP | FW = -4.1159
PRP$ | FW = -3.57932
VB | FW = -5.58788
JJ | FW = -3.34317
MD | FW = -3.72725
VBG | FW = -3.67872
RBR | FW = -4.19129
: | FW = -3.79133
WP | FW = -4.37433
WDT | FW = -4.20614
JJR | FW = -3.81497
PDT | FW = -3.99759
RBS | FW = -4.38598
WRB | FW = -4.53624
JJS | FW = -3.83174
$ | FW = -3.85287
RP | FW = -4.76148
FW | FW = -4.07279
EX | FW = -4.47912
SYM | FW = -4.4404
# | FW = -4.35662
LS | FW = -4.46683
UH | FW = -4.42088
WP$ | FW = -4.11363
IN | EX = -3.70144
DT | EX = -3.79522
NNP | EX = -3.69745
CD | EX = -3.6904
NN | EX = -3.65862
`` | EX = -3.77371
'' | EX = -3.79662
POS | EX = -3.92375
( | EX = -3.76526
VBN | EX = -3.84577
NNS | EX = -3.73757
VBP | EX = -3.81583
, | EX = -3.65186
CC | EX = -3.66796
) | EX = -3.76395
VBD | EX = -3.83864
RB | EX = -3.635
TO | EX = -3.79843
. | EX = -3.7828
VBZ | EX = -3.83198
NNPS | EX = -3.8105
PRP | EX = -3.80535
PRP$ | EX = -3.95607
VB | EX = -4.17771
JJ | EX = -3.79742
MD | EX = -3.81525
VBG | EX = -3.7493
RBR | EX = -3.88219
: | EX = -3.79389
WP | EX = -3.90688
WDT | EX = -3.85031
JJR | EX = -3.8376
PDT | EX = -3.95224
RBS | EX = -3.96718
WRB | EX = -3.99092
JJS | EX = -3.86195
$ | EX = -3.82365
RP | EX = -4.0859
FW | EX = -3.93143
EX | EX = -3.94901
SYM | EX = -4.03779
# | EX = -4.01232
LS | EX = -4.03937
UH | EX = -4.01513
WP$ | EX = -4.01136
IN | SYM = -3.26023
DT | SYM = -3.453
NNP | SYM = -3.52329
CD | SYM = -3.66967
NN | SYM = -3.54696
`` | SYM = -3.67835
'' | SYM = -3.62781
POS | SYM = -3.82764
( | SYM = -3.87074
VBN | SYM = -3.66196
NNS | SYM = -3.80616
VBP | SYM = -3.93293
, | SYM = -3.35618
CC | SYM = -3.454
) | SYM = -3.8816
VBD | SYM = -3.74564
RB | SYM = -3.57296
TO | SYM = -3.53291
. | SYM = -3.5882
VBZ | SYM = -3.80249
NNPS | SYM = -3.98847
PRP | SYM = -3.90974
PRP$ | SYM = -3.93078
VB | SYM = -5.18094
JJ | SYM = -3.56061
MD | SYM = -3.8412
VBG | SYM = -3.78414
RBR | SYM = -3.89243
: | SYM = -3.77797
WP | SYM = -4.02651
WDT | SYM = -4.08749
JJR | SYM = -3.83744
PDT | SYM = -4.09083
RBS | SYM = -3.99757
WRB | SYM = -4.00205
JJS | SYM = -3.92621
$ | SYM = -3.9478
RP | SYM = -4.18213
FW | SYM = -4.17387
EX | SYM = -4.18059
SYM | SYM = -4.3676
# | SYM = -4.35445
LS | SYM = -4.35509
UH | SYM = -4.3233
WP$ | SYM = -4.16687
IN | # = -2.35998
DT | # = -2.97775
NNP | # = -3.61005
CD | # = -1.31582
NN | # = -2.92449
`` | # = -4.9324
'' | # = -5.4401
POS | # = -4.75796
( | # = -3.92063
VBN | # = -4.98995
NNS | # = -3.36389
VBP | # = -4.474
, | # = -3.32559
CC | # = -2.97765
) | # = -3.92713
VBD | # = -4.1123
RB | # = -3.36005
TO | # = -3.84911
. | # = -6.43895
VBZ | # = -4.73747
NNPS | # = -4.89202
PRP | # = -6.27467
PRP$ | # = -3.78556
VB | # = -12.9423
JJ | # = -3.18257
MD | # = -4.47607
VBG | # = -3.89539
RBR | # = -4.08202
: | # = -4.56672
WP | # = -7.12625
WDT | # = -7.10402
JJR | # = -3.63528
PDT | # = -5.046
RBS | # = -5.6356
WRB | # = -6.96175
JJS | # = -3.84614
$ | # = -3.97374
RP | # = -7.57117
FW | # = -5.79817
EX | # = -7.93928
SYM | # = -7.03799
# | # = -6.86005
LS | # = -7.27264
UH | # = -7.02739
WP$ | # = -5.7812
IN | LS = -4.2456
DT | LS = -4.11293
NNP | LS = -4.18165
CD | LS = -4.19753
NN | LS = -4.30388
`` | LS = -3.97302
'' | LS = -3.90643
POS | LS = -3.74239
( | LS = -3.9147
VBN | LS = -3.89039
NNS | LS = -4.12984
VBP | LS = -3.91919
, | LS = -4.16403
CC | LS = -4.18105
) | LS = -3.91151
VBD | LS = -3.99621
RB | LS = -4.2515
TO | LS = -4.11569
. | LS = -3.81895
VBZ | LS = -3.98347
NNPS | LS = -3.89328
PRP | LS = -3.87121
PRP$ | LS = -3.77328
VB | LS = -3.34084
JJ | LS = -4.02114
MD | LS = -3.9921
VBG | LS = -4.07068
RBR | LS = -3.95544
: | LS = -3.94931
WP | LS = -3.7276
WDT | LS = -3.7639
JJR | LS = -3.95319
PDT | LS = -3.73184
RBS | LS = -3.69932
WRB | LS = -3.72956
JJS | LS = -3.9122
$ | LS = -4.06365
RP | LS = -3.67595
FW | LS = -3.69788
EX | LS = -3.59958
SYM | LS = -3.53485
# | LS = -3.60679
LS | LS = -3.52344
UH | LS = -3.55868
WP$ | LS = -3.61883
IN | UH = -3.65727
DT | UH = -4.0132
NNP | UH = -3.75193
CD | UH = -3.88026
NN | UH = -3.7248
`` | UH = -3.73026
'' | UH = -3.7052
POS | UH = -4.22265
( | UH = -3.82961
VBN | UH = -3.79159
NNS | UH = -3.66085
VBP | UH = -3.86828
, | UH = -3.57936
CC | UH = -3.66808
) | UH = -3.8273
VBD | UH = -3.84498
RB | UH = -3.5659
TO | UH = -3.72219
. | UH = -3.52171
VBZ | UH = -3.8716
NNPS | UH = -3.86931
PRP | UH = -3.6299
PRP$ | UH = -4.3049
VB | UH = -3.76768
JJ | UH = -3.93052
MD | UH = -3.81796
VBG | UH = -3.79212
RBR | UH = -3.86953
: | UH = -3.80996
WP | UH = -3.71225
WDT | UH = -3.71777
JJR | UH = -3.92161
PDT | UH = -4.13091
RBS | UH = -3.94833
WRB | UH = -3.79444
JJS | UH = -3.99345
$ | UH = -3.90567
RP | UH = -3.91345
FW | UH = -4.03118
EX | UH = -3.8032
SYM | UH = -4.08395
# | UH = -4.0558
LS | UH = -4.06176
UH | UH = -4.03062
WP$ | UH = -4.14801
IN | WP$ = -4.31521
DT | WP$ = -4.19475
NNP | WP$ = -4.18899
CD | WP$ = -4.10622
NN | WP$ = -4.20797
`` | WP$ = -3.95203
'' | WP$ = -3.92651
POS | WP$ = -3.88006
( | WP$ = -3.82281
VBN | WP$ = -4.01076
NNS | WP$ = -4.09414
VBP | WP$ = -3.92779
, | WP$ = -4.15017
CC | WP$ = -4.1147
) | WP$ = -3.81447
VBD | WP$ = -4.11441
RB | WP$ = -4.02948
TO | WP$ = -4.1414
. | WP$ = -3.89578
VBZ | WP$ = -4.04598
NNPS | WP$ = -3.85839
PRP | WP$ = -3.8126
PRP$ | WP$ = -3.89205
VB | WP$ = -3.2147
JJ | WP$ = -4.13571
MD | WP$ = -4.00819
VBG | WP$ = -4.00023
RBR | WP$ = -3.91869
: | WP$ = -3.92125
WP | WP$ = -3.72104
WDT | WP$ = -3.69159
JJR | WP$ = -3.9488
PDT | WP$ = -3.75052
RBS | WP$ = -3.71356
WRB | WP$ = -3.79299
JJS | WP$ = -3.90183
$ | WP$ = -3.99303
RP | WP$ = -3.75794
FW | WP$ = -3.68169
EX | WP$ = -3.57526
SYM | WP$ = -3.54519
# | WP$ = -3.60617
LS | WP$ = -3.53862
UH | WP$ = -3.56249
WP$ | WP$ = -3.69399
Current epoch = 9
IN | IN = -3.83613
DT | IN = -5.23568
NNP | IN = -2.01697
CD | IN = -3.92776
NN | IN = -1.00738
`` | IN = -5.76643
'' | IN = -7.02901
POS | IN = -8.66021
( | IN = -7.14895
VBN | IN = -5.66502
NNS | IN = -1.52509
VBP | IN = -4.03434
, | IN = -4.30659
CC | IN = -4.52878
) | IN = -7.16593
VBD | IN = -3.69009
RB | IN = -4.22056
TO | IN = -5.3237
. | IN = -6.90032
VBZ | IN = -3.61624
NNPS | IN = -4.79604
PRP | IN = -5.34214
PRP$ | IN = -8.26565
VB | IN = -5.08789
JJ | IN = -4.56997
MD | IN = -3.90188
VBG | IN = -3.50938
RBR | IN = -7.44556
: | IN = -5.9292
WP | IN = -7.64384
WDT | IN = -6.02271
JJR | IN = -6.3619
PDT | IN = -8.73574
RBS | IN = -11.1257
WRB | IN = -8.68682
JJS | IN = -6.59266
$ | IN = -3.75535
RP | IN = -8.72128
FW | IN = -8.16441
EX | IN = -8.99775
SYM | IN = -10.1516
# | IN = -8.44567
LS | IN = -10.2186
UH | IN = -9.81721
WP$ | IN = -9.6812
IN | DT = -1.1753
DT | DT = -3.25162
NNP | DT = -3.66223
CD | DT = -3.25192
NN | DT = -2.59143
`` | DT = -4.64291
'' | DT = -4.78235
POS | DT = -6.93767
( | DT = -5.89588
VBN | DT = -3.74997
NNS | DT = -3.06277
VBP | DT = -5.14134
, | DT = -2.82722
CC | DT = -2.96702
) | DT = -5.95254
VBD | DT = -4.27828
RB | DT = -2.99085
TO | DT = -2.63616
. | DT = -5.05464
VBZ | DT = -4.90087
NNPS | DT = -6.26931
PRP | DT = -5.41031
PRP$ | DT = -5.64154
VB | DT = -10.9669
JJ | DT = -3.00534
MD | DT = -4.7106
VBG | DT = -3.97338
RBR | DT = -4.35771
: | DT = -4.92117
WP | DT = -6.31977
WDT | DT = -6.93613
JJR | DT = -4.33993
PDT | DT = -6.72261
RBS | DT = -6.12405
WRB | DT = -5.49895
JJS | DT = -5.01519
$ | DT = -4.66691
RP | DT = -5.80474
FW | DT = -7.51105
EX | DT = -7.74057
SYM | DT = -8.50646
# | DT = -8.15192
LS | DT = -8.47616
UH | DT = -8.26433
WP$ | DT = -7.33454
IN | NNP = -3.10557
DT | NNP = -2.42791
NNP | NNP = -0.806345
CD | NNP = -3.84914
NN | NNP = -2.75737
`` | NNP = -5.37213
'' | NNP = -5.57671
POS | NNP = -3.14735
( | NNP = -5.61062
VBN | NNP = -6.71174
NNS | NNP = -6.88613
VBP | NNP = -6.37665
, | NNP = -1.77898
CC | NNP = -3.13769
) | NNP = -5.63777
VBD | NNP = -4.74401
RB | NNP = -5.85438
TO | NNP = -7.11157
. | NNP = -5.15757
VBZ | NNP = -4.79503
NNPS | NNP = -5.40579
PRP | NNP = -8.51196
PRP$ | NNP = -6.94147
VB | NNP = -22.9608
JJ | NNP = -3.90999
MD | NNP = -6.12655
VBG | NNP = -6.06303
RBR | NNP = -10.9749
: | NNP = -5.96758
WP | NNP = -10.9039
WDT | NNP = -8.76271
JJR | NNP = -7.84607
PDT | NNP = -9.16133
RBS | NNP = -12.2236
WRB | NNP = -13.534
JJS | NNP = -8.0282
$ | NNP = -7.48681
RP | NNP = -16.6092
FW | NNP = -8.76324
EX | NNP = -11.672
SYM | NNP = -12.5983
# | NNP = -11.9266
LS | NNP = -12.8426
UH | NNP = -12.2526
WP$ | NNP = -10.1774
IN | CD = -1.07297
DT | CD = -2.76683
NNP | CD = -4.7721
CD | CD = -1.43925
NN | CD = -3.41227
`` | CD = -5.90237
'' | CD = -6.27077
POS | CD = -6.66432
( | CD = -5.45591
VBN | CD = -5.33343
NNS | CD = -4.2673
VBP | CD = -6.42211
, | CD = -3.226
CC | CD = -2.86309
) | CD = -5.50652
VBD | CD = -5.49168
RB | CD = -3.45147
TO | CD = -3.48419
. | CD = -7.83391
VBZ | CD = -6.63852
NNPS | CD = -7.44829
PRP | CD = -8.20604
PRP$ | CD = -4.70462
VB | CD = -19.7646
JJ | CD = -2.97814
MD | CD = -6.17146
VBG | CD = -4.90005
RBR | CD = -4.49717
: | CD = -5.68094
WP | CD = -9.27565
WDT | CD = -9.94939
JJR | CD = -4.15544
PDT | CD = -6.80785
RBS | CD = -6.5385
WRB | CD = -8.35302
JJS | CD = -4.81443
$ | CD = -5.43867
RP | CD = -9.25815
FW | CD = -8.38825
EX | CD = -10.8371
SYM | CD = -10.0767
# | CD = -10.0335
LS | CD = -10.3161
UH | CD = -9.98463
WP$ | CD = -7.86652
IN | NN = -1.9321
DT | NN = -1.14907
NNP | NN = -2.93106
CD | NN = -3.99944
NN | NN = -2.36871
`` | NN = -5.28019
'' | NN = -5.49024
POS | NN = -4.29723
( | NN = -7.38211
VBN | NN = -3.97104
NNS | NN = -5.27249
VBP | NN = -5.45868
, | NN = -3.62255
CC | NN = -3.71421
) | NN = -7.49857
VBD | NN = -4.85367
RB | NN = -4.89444
TO | NN = -3.99892
. | NN = -6.51725
VBZ | NN = -4.68119
NNPS | NN = -6.87307
PRP | NN = -7.32732
PRP$ | NN = -3.39114
VB | NN = -15.7493
JJ | NN = -1.87826
MD | NN = -5.45398
VBG | NN = -4.43145
RBR | NN = -6.80306
: | NN = -5.60341
WP | NN = -8.61467
WDT | NN = -8.48334
JJR | NN = -5.31001
PDT | NN = -6.66049
RBS | NN = -8.2
WRB | NN = -8.07941
JJS | NN = -5.60065
$ | NN = -5.60867
RP | NN = -8.36453
FW | NN = -8.09079
EX | NN = -9.54757
SYM | NN = -9.8168
# | NN = -9.37532
LS | NN = -9.82795
UH | NN = -9.74618
WP$ | NN = -7.50482
IN | `` = -3.73383
DT | `` = -3.61037
NNP | `` = -3.9728
CD | `` = -3.74565
NN | `` = -3.80883
`` | `` = -3.91602
'' | `` = -3.9244
POS | `` = -3.76106
( | `` = -4.00797
VBN | `` = -3.6235
NNS | `` = -3.83163
VBP | `` = -3.75963
, | `` = -3.93619
CC | `` = -3.86637
) | `` = -4.01913
VBD | `` = -3.93328
RB | `` = -3.91761
TO | `` = -3.8058
. | `` = -4.03753
VBZ | `` = -3.90869
NNPS | `` = -4.02369
PRP | `` = -3.97752
PRP$ | `` = -3.359
VB | `` = -4.36712
JJ | `` = -3.484
MD | `` = -3.90009
VBG | `` = -3.73022
RBR | `` = -3.83642
: | `` = -3.87554
WP | `` = -4.00766
WDT | `` = -4.05994
JJR | `` = -3.69935
PDT | `` = -3.72622
RBS | `` = -3.8213
WRB | `` = -3.89235
JJS | `` = -3.69941
$ | `` = -3.91691
RP | `` = -3.81608
FW | `` = -3.9269
EX | `` = -3.99788
SYM | `` = -3.92569
# | `` = -3.95246
LS | `` = -3.91461
UH | `` = -3.94557
WP$ | `` = -3.75516
IN | '' = -3.14245
DT | '' = -3.48328
NNP | '' = -2.62749
CD | '' = -3.88302
NN | '' = -2.7205
`` | '' = -3.58825
'' | '' = -3.69063
POS | '' = -4.27032
( | '' = -4.30869
VBN | '' = -3.68575
NNS | '' = -3.34778
VBP | '' = -3.72392
, | '' = -3.00608
CC | '' = -3.32389
) | '' = -4.31878
VBD | '' = -3.43984
RB | '' = -3.45454
TO | '' = -3.70042
. | '' = -3.37468
VBZ | '' = -3.3335
NNPS | '' = -3.76421
PRP | '' = -3.68176
PRP$ | '' = -4.7936
VB | '' = -4.68894
JJ | '' = -3.54889
MD | '' = -3.57439
VBG | '' = -3.53127
RBR | '' = -4.75581
: | '' = -3.85709
WP | '' = -4.2747
WDT | '' = -3.87161
JJR | '' = -4.36746
PDT | '' = -4.93317
RBS | '' = -5.36032
WRB | '' = -4.68287
JJS | '' = -4.48478
$ | '' = -3.85277
RP | '' = -4.9971
FW | '' = -4.70252
EX | '' = -4.59331
SYM | '' = -5.33092
# | '' = -4.9821
LS | '' = -5.29687
UH | '' = -5.18657
WP$ | '' = -5.1343
IN | POS = -3.5455
DT | POS = -3.68181
NNP | POS = -3.76202
CD | POS = -3.73267
NN | POS = -3.62172
`` | POS = -3.78093
'' | POS = -3.79319
POS | POS = -4.03616
( | POS = -3.93478
VBN | POS = -3.74084
NNS | POS = -3.71835
VBP | POS = -3.8857
, | POS = -3.66987
CC | POS = -3.64984
) | POS = -3.93684
VBD | POS = -3.87628
RB | POS = -3.58881
TO | POS = -3.6192
. | POS = -3.86119
VBZ | POS = -3.87649
NNPS | POS = -3.98289
PRP | POS = -3.83181
PRP$ | POS = -3.8913
VB | POS = -4.19193
JJ | POS = -3.70041
MD | POS = -3.856
VBG | POS = -3.73656
RBR | POS = -3.75464
: | POS = -3.81691
WP | POS = -3.90631
WDT | POS = -3.95443
JJR | POS = -3.78916
PDT | POS = -3.96395
RBS | POS = -3.87885
WRB | POS = -3.8283
JJS | POS = -3.8399
$ | POS = -3.80353
RP | POS = -3.82902
FW | POS = -4.04142
EX | POS = -3.99814
SYM | POS = -4.10103
# | POS = -4.08243
LS | POS = -4.09246
UH | POS = -4.08181
WP$ | POS = -4.03117
IN | ( = -3.56714
DT | ( = -3.78589
NNP | ( = -3.73945
CD | ( = -3.45952
NN | ( = -3.73298
`` | ( = -3.74243
'' | ( = -3.7505
POS | ( = -3.9072
( | ( = -3.52371
VBN | ( = -3.95373
NNS | ( = -3.7765
VBP | ( = -3.93942
, | ( = -3.4845
CC | ( = -3.49798
) | ( = -3.51646
VBD | ( = -3.88426
RB | ( = -3.51097
TO | ( = -3.76013
. | ( = -3.78668
VBZ | ( = -3.97542
NNPS | ( = -3.82456
PRP | ( = -3.91093
PRP$ | ( = -4.00831
VB | ( = -4.91091
JJ | ( = -3.84014
MD | ( = -3.90231
VBG | ( = -3.82315
RBR | ( = -3.76497
: | ( = -3.74499
WP | ( = -3.99976
WDT | ( = -3.96921
JJR | ( = -3.76754
PDT | ( = -3.94238
RBS | ( = -3.83057
WRB | ( = -4.11454
JJS | ( = -3.81315
$ | ( = -3.86173
RP | ( = -4.34888
FW | ( = -3.92099
EX | ( = -4.06623
SYM | ( = -4.08634
# | ( = -4.11656
LS | ( = -4.11017
UH | ( = -4.05968
WP$ | ( = -4.02165
IN | VBN = -0.872192
DT | VBN = -4.70182
NNP | VBN = -4.34587
CD | VBN = -6.22431
NN | VBN = -2.24841
`` | VBN = -5.20203
'' | VBN = -5.21379
POS | VBN = -11.3294
( | VBN = -9.35247
VBN | VBN = -3.50502
NNS | VBN = -2.9305
VBP | VBN = -6.51296
, | VBN = -3.25662
CC | VBN = -3.71009
) | VBN = -9.4573
VBD | VBN = -5.60699
RB | VBN = -2.63338
TO | VBN = -2.04813
. | VBN = -4.78338
VBZ | VBN = -5.84343
NNPS | VBN = -8.6933
PRP | VBN = -4.90363
PRP$ | VBN = -9.20354
VB | VBN = -7.85158
JJ | VBN = -4.00329
MD | VBN = -5.64793
VBG | VBN = -4.40066
RBR | VBN = -5.53189
: | VBN = -6.26599
WP | VBN = -6.24036
WDT | VBN = -7.34135
JJR | VBN = -6.20361
PDT | VBN = -9.95136
RBS | VBN = -8.13757
WRB | VBN = -4.72487
JJS | VBN = -7.36443
$ | VBN = -5.86547
RP | VBN = -4.42563
FW | VBN = -10.6994
EX | VBN = -8.37883
SYM | VBN = -11.471
# | VBN = -10.6614
LS | VBN = -11.0865
UH | VBN = -10.9074
WP$ | VBN = -10.6792
IN | NNS = -1.9867
DT | NNS = -1.94923
NNP | NNS = -3.17813
CD | NNS = -2.9132
NN | NNS = -2.06493
`` | NNS = -5.3855
'' | NNS = -5.86215
POS | NNS = -5.25628
( | NNS = -6.77996
VBN | NNS = -3.78269
NNS | NNS = -3.98902
VBP | NNS = -4.62559
, | NNS = -3.36822
CC | NNS = -3.39403
) | NNS = -6.85966
VBD | NNS = -5.07173
RB | NNS = -4.43302
TO | NNS = -4.60292
. | NNS = -6.60824
VBZ | NNS = -5.00181
NNPS | NNS = -6.5256
PRP | NNS = -6.96587
PRP$ | NNS = -3.34211
VB | NNS = -16.1928
JJ | NNS = -1.44113
MD | NNS = -5.35271
VBG | NNS = -3.69312
RBR | NNS = -7.11812
: | NNS = -5.45256
WP | NNS = -8.86783
WDT | NNS = -8.23638
JJR | NNS = -4.92693
PDT | NNS = -6.86713
RBS | NNS = -8.81204
WRB | NNS = -9.08349
JJS | NNS = -5.25856
$ | NNS = -5.75206
RP | NNS = -9.79253
FW | NNS = -8.15013
EX | NNS = -9.76884
SYM | NNS = -10.2442
# | NNS = -9.72423
LS | NNS = -10.2585
UH | NNS = -10.0941
WP$ | NNS = -7.88934
IN | VBP = -2.47186
DT | VBP = -6.40802
NNP | VBP = -4.26553
CD | VBP = -5.31819
NN | VBP = -2.96627
`` | VBP = -4.16998
